seven,1,0.182149
Argentina,1,0.182149
shipwrecked,1,0.182149
shore,1,0.182149
should,1,0.182149
simplified,1,0.182149
skins,1,0.182149
Auckland,1,0.182149
something,1,0.182149
soon,1,0.182149
stored,1,0.182149
storm,1,0.182149
strange,1,0.182149
suddenly,1,0.182149
system,1,0.182149
terms,1,0.182149
terrible,1,0.182149
that,1,0.182149
Austria,1,0.182149
But,1,0.182149
CRUSOE,1,0.182149
Cape,1,0.182149
time,1,0.182149
Chile,1,0.182149
trade,1,0.182149
transmitted,1,0.182149
travel,1,0.182149
twenty,1,0.182149
unauthorized,1,0.182149
under,1,0.182149
up,1,0.182149
walked,1,0.182149
City,1,0.182149
way,1,0.182149
websites,1,0.182149
went,1,0.182149
wild,1,0.182149
Clarendon,1,0.182149
Czech,1,0.182149
without,1,0.182149
world,1,0.182149
worldwide,1,0.182149
writing,1,0.182149
www,1,0.182149
DANIEL,1,0.182149
DEFOE,1,0.182149
your,1,0.182149
yourself,1,0.182149
